CURSO_ACADEMICO;CENTRO;ESTUDIO;TIPO_ESTUDIO;ALUMNOS_MATRICULADOS;ALUMNOS_NUEVO_INGRESO;PLAZAS_OFERTADAS;ALUMNOS_GRADUADOS;ALUMNOS_ADAPTA_GRADO_MATRI;ALUMNOS_ADAPTA_GRADO_MATRI_NI;ALUMNOS_ADAPTA_GRADO_TITULADO;ALUMNOS_CON_RECONOCIMIENTO;ALUMNOS_MOVILIDAD_ENTRADA;ALUMNOS_MOVILIDAD_SALIDA;CREDITOS_MATRICULADOS;CREDITOS_RECONOCIDOS;DURACION_MEDIA_GRADUADOS;TASA_EXITO;TASA_RENDIMIENTO;TASA_EFICIENCIA;TASA_ABANDONO;TASA_GRADUACION;FECHA_ACTUALIZACION
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería Informática;Máster;10;1;60;6;0;0;0;1;7;0;274.50;9.00;2.00;100.00;88.52;80.28;;;31/08/2025
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería Mecánica;Máster;31;18;30;13;0;0;0;1;5;0;1194.00;18.00;1.40;97.20;85.36;95.05;;;31/08/2025
2023;Facultad de Ciencias;2-Química Industrial;Máster;22;20;50;20;0;0;0;0;;0;1218.00;0.00;1.00;99.48;94.33;100.00;;;31/08/2025
2023;Facultad de Ciencias;2-Geología: Técnicas y Aplicaciones;Máster;16;11;20;11;0;0;0;0;2;0;762.00;0.00;1.40;100.00;92.13;96.48;;;31/08/2025
2023;Facultad de Ciencias;2-Química Molecular y Catálisis Homogénea;Máster;20;18;25;19;0;0;0;0;1;1;1168.00;0.00;1.06;100.00;96.31;95.16;;;31/08/2025
2023;Facultad de Economía y Empresa;2-Auditoría;Máster;42;32;32;28;0;0;0;0;;0;1893.00;0.00;1.16;97.03;93.24;92.46;;;31/08/2025
2023;Escuela Politécnica Superior;2-Ingeniería Agronómica;Máster;48;17;40;8;0;0;0;7;;1;1405.50;42.00;2.67;91.67;83.60;92.80;;;31/08/2025
2023;Facultad de Ciencias de la Salud y del Deporte;2-Evaluación y Entrenamiento Físico para la Salud;Máster;20;13;20;10;0;0;0;0;;1;894.00;0.00;2.56;96.27;80.84;78.43;;;31/08/2025
2023;Facultad de Filosofía y Letras;2-Mundo Antiguo y Patrimonio Arqueológico;Máster;15;10;30;8;0;0;0;0;2;0;632.00;0.00;1.29;100.00;90.82;94.49;;;31/08/2025
2023;Facultad de Ciencias de la Salud;2-Iniciación a la Investigación en Ciencias de la Enfermería;Máster;;;;0;;;0;;;;;;;;;;;;31/08/2025
2023;Facultad de Economía y Empresa;2-Dirección, Estrategia y Marketing;Máster;23;19;20;11;0;0;0;0;1;0;1107.00;0.00;1.10;100.00;88.89;98.21;;;31/08/2025
2023;Facultad de Ciencias Sociales y Humanas de Teruel;2-Psicología General Sanitaria;Máster;63;30;30;30;0;0;0;1;1;0;2712.00;3.00;2.23;100.00;98.01;95.60;;;31/08/2025
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería de Diseño de Producto;Máster;16;10;30;7;0;0;0;0;4;0;657.00;0.00;1.40;100.00;86.30;91.60;;;31/08/2025
2023;Facultad de Filosofía y Letras;2-Consultoría de Información y Comunicación Digital;Máster;34;22;25;15;0;0;0;12;1;0;1422.00;72.00;1.53;96.28;76.69;92.36;;;31/08/2025
2023;Facultad de Derecho;2-Gestión Administrativa;Máster;14;10;30;9;0;0;0;0;;0;591.00;0.00;1.25;100.00;88.83;95.74;;;31/08/2025
2023;Facultad de Filosofía y Letras;2-Investigación en Filosofía;Máster;14;11;12;8;0;0;0;0;2;0;705.00;0.00;1.25;100.00;80.43;94.12;;;31/08/2025
2023;Centro Universitario de la Defensa de Zaragoza;2-Dirección y Gestión de Adquisiciones de Sistemas para la Defensa;Máster;46;23;25;23;0;0;0;3;;0;1398.00;27.00;1.00;100.00;98.28;100.00;;;31/08/2025
2023;Facultad de Derecho;2-Derecho de la Administración Pública;Máster;30;19;20;8;0;0;0;1;1;0;1245.00;3.00;1.00;97.51;85.06;100.00;;;31/08/2025
2023;Escuela de Ingeniería y Arquitectura;2-Programa conjunto en Máster Universitario en Ingeniería Industrial-Máster Universitario en Ingeniería Mecánica;Máster;1;0;;;0;0;;0;;0;12.00;0.00;;100.00;100.00;;;;31/08/2025
2023;Escuela de Ingeniería y Arquitectura;2-Programa conjunto en Máster Universitario en Ingeniería Industrial-Máster Universitario en Energías Renovables y Eficiencia Energética;Máster;11;0;;;0;0;;0;;1;270.00;0.00;;100.00;78.05;;;;31/08/2025
2023;Facultad de Medicina;2-Cond. genéticos, nutric. y amb. del crec. y desarrollo;Máster;38;20;25;19;0;0;0;0;;0;1198.00;0.00;1.00;100.00;99.25;100.00;;;31/08/2025
2023;Escuela de Ingeniería y Arquitectura;2-Robótica, Gráficos y Visión por Computador/Robotics, Graphics and Computer Vision;Máster;63;30;30;27;0;0;0;6;13;1;2889.00;48.00;2.00;99.32;92.44;97.54;;;31/08/2025
2023;Escuela Universitaria Politécnica de Teruel;2-Innovación y Emprendimiento en Tecnologías para la Salud y el Bienestar;Máster;1;0;;1;0;0;0;0;;0;27.00;0.00;4.00;100.00;100.00;100.00;;;31/08/2025
2023;Facultad de Veterinaria;2-Salud Global: Integración de la Salud Ambiental, Humana y Animal;Máster;19;17;30;18;0;0;0;0;;0;1071.00;0.00;1.12;100.00;98.60;97.31;;;31/08/2025
2023;Facultad de Filosofía y Letras;2-Enseñanza del Español como Lengua Extranjera;Máster;35;30;30;25;0;0;0;1;1;0;1812.00;6.00;1.12;98.97;95.20;98.22;;;31/08/2025
2023;Facultad de Ciencias;2-Biofísica y Biotecnología Cuantitativa/Biophysics and Quantitative Biotechnology;Máster;32;17;24;13;0;0;0;1;5;2;1500.00;30.00;2.00;99.58;97.92;100.00;;;31/08/2025
2023;Facultad de Ciencias;2-Economía Circular;Máster;17;8;40;5;0;0;0;0;;0;813.00;0.00;2.00;100.00;81.55;98.77;;;31/08/2025
2023;Facultad de Ciencias;2-Física del Universo: Cosmología, Astrofísica, Partículas y Astropartículas;Máster;22;6;30;12;0;0;0;0;2;0;684.00;0.00;2.08;100.00;91.23;94.74;;;31/08/2025
2023;Facultad de Filosofía y Letras;2-Culturas e Identidades Hispánicas;Máster;3;0;;1;0;0;0;0;;0;96.00;0.00;2.00;100.00;62.50;100.00;;;31/08/2025
2023;Facultad de Veterinaria;2-Nutrición Animal;Máster;14;14;30;;0;0;;0;;0;840.00;0.00;;100.00;100.00;;;;31/08/2025
2023;Facultad de Veterinaria;2-Calidad, Seguridad y Tecnología de los Alimentos;Máster;36;19;30;13;0;0;0;0;;0;1677.00;0.00;1.92;100.00;93.74;100.00;;;31/08/2025
2023;Facultad de Ciencias Sociales y del Trabajo;2-Gestión Estratégica de Recursos Humanos;Máster;57;29;30;21;0;0;0;13;;0;2326.00;226.00;2.00;98.66;94.93;100.00;;;31/08/2025
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería Biomédica;Máster;49;27;40;25;0;0;0;6;1;2;2310.00;72.00;1.84;98.51;97.20;96.06;;;31/08/2025
2023;Escuela de Ingeniería y Arquitectura;2-Energías Renovables y Eficiencia Energética;Máster;35;19;30;11;0;0;0;2;24;0;1422.00;33.00;2.00;99.08;90.93;100.00;;;31/08/2025
2023;Facultad de Medicina;2-Inmunología Tumoral e Inmunoterapia del Cáncer;Máster;37;20;30;15;0;0;0;0;;0;1731.00;0.00;2.00;100.00;98.27;100.00;;;31/08/2025
2023;Facultad de Ciencias Humanas y de la Educación;2-Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;22;19;20;12;0;0;0;2;;0;1182.00;18.00;1.09;98.82;85.03;98.37;;;31/08/2025
2023;Facultad de Filosofía y Letras;2-Historia Contemporánea;Máster;13;13;40;11;0;0;0;0;2;0;780.00;0.00;1.00;99.31;91.67;100.00;;;31/08/2025
2023;Facultad de Ciencias;2-Erasmus Mundus en Ingeniería de Membranas para un Desarrollo Sostenible;Máster;15;15;20;;0;0;;15;;0;442.00;438.00;;100.00;100.00;;;;31/08/2025
2023;Facultad de Ciencias;2-Economía Circular;Máster;;;;;;;;1;;;;12.00;;;;;;;31/08/2025
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería de Telecomunicación;Máster;;;;;;;;17;;;;888.00;;;;;;;31/08/2025
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería Industrial;Máster;;;;;;;;3;;;;19.50;;;;;;;31/08/2025
2023;Escuela de Doctorado;4-Movilidad Doctorado;Movilidad de entrada;2;0;;;0;0;;;2;0;0.00;;;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Ciencias de la antigüedad;Doctorado;34;8;10;4;0;0;0;0;;0;0.00;0.00;6.01;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Estudios ingleses;Doctorado;33;5;10;7;0;0;0;0;;0;0.00;0.00;4.92;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Literaturas hispánicas;Doctorado;23;4;20;3;0;0;0;0;;0;0.00;0.00;4.92;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Filosofía;Doctorado;29;7;8;5;0;0;0;0;;0;0.00;0.00;4.02;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Historia contemporánea;Doctorado;31;9;15;4;0;0;0;0;;0;0.00;0.00;4.77;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Historia del arte;Doctorado;48;14;20;7;0;0;0;0;;0;0.00;0.00;5.72;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Historia, sociedad y cultura: épocas medieval y moderna;Doctorado;24;7;8;3;0;0;0;0;;0;0.00;0.00;5.30;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Lingüística hispánica;Doctorado;21;6;25;5;0;0;0;0;;0;0.00;0.00;4.47;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Bioquímica y biología molecular;Doctorado;107;23;30;33;0;0;0;0;;0;0.00;0.00;4.66;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Calidad, seguridad y tecnología de los alimentos;Doctorado;33;8;15;6;0;0;0;0;;0;0.00;0.00;4.84;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Ciencia analítica en química;Doctorado;32;7;15;6;0;0;0;0;;0;0.00;0.00;4.44;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Física;Doctorado;109;27;50;15;0;0;0;0;;0;0.00;0.00;4.71;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Geología;Doctorado;37;10;11;7;0;0;0;0;;0;0.00;0.00;4.31;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Matemáticas y estadística;Doctorado;30;7;5;6;0;0;0;0;;0;0.00;0.00;3.62;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Producción animal;Doctorado;22;4;6;2;0;0;0;0;;0;0.00;0.00;3.62;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Química física;Doctorado;15;2;10;4;0;0;0;0;;0;0.00;0.00;4.53;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Química inorgánica;Doctorado;40;12;18;5;0;0;0;0;;0;0.00;0.00;4.05;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Química orgánica;Doctorado;41;9;12;8;0;0;0;0;;0;0.00;0.00;4.92;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Ciencias biomédicas y biotecnológicas;Doctorado;41;3;20;10;0;0;0;0;;0;0.00;0.00;5.07;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Ciencias de la salud y del deporte;Doctorado;138;30;30;12;0;0;0;3;;0;0.00;0.00;4.47;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Medicina;Doctorado;287;41;75;31;0;0;0;0;;0;0.00;0.00;4.79;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Medicina y sanidad animal;Doctorado;49;7;15;8;0;0;0;0;;0;0.00;0.00;4.83;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Contabilidad y finanzas;Doctorado;31;11;18;3;0;0;0;0;;0;0.00;0.00;5.52;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Derecho;Doctorado;116;22;30;9;0;0;0;0;;0;0.00;0.00;4.97;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Derechos humanos y libertades fundamentales;Doctorado;43;9;10;6;0;0;0;0;;0;0.00;0.00;4.75;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Economía;Doctorado;47;7;15;9;0;0;0;0;;0;0.00;0.00;5.12;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Economía y gestión de las organizaciones;Doctorado;39;12;20;6;0;0;0;0;;0;0.00;0.00;3.06;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Educación;Doctorado;111;26;25;15;0;0;0;1;;0;0.00;0.00;3.86;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Ordenación del territorio y medio ambiente;Doctorado;46;14;25;5;0;0;0;0;;0;0.00;0.00;4.78;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Relaciones de género y estudios feministas;Doctorado;17;4;30;4;0;0;0;0;;0;0.00;0.00;5.40;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Sociología de las políticas públicas y sociales;Doctorado;56;11;20;9;0;0;0;0;;0;0.00;0.00;4.76;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Ciencias agrarias y del medio natural;Doctorado;54;17;30;7;0;0;0;0;;0;0.00;0.00;4.83;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Energías renovables y eficiencia energética;Doctorado;38;7;15;7;0;0;0;0;;0;0.00;0.00;5.66;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Ingeniería biomédica;Doctorado;62;15;10;10;0;0;0;0;;0;0.00;0.00;4.87;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Ingeniería de diseño y fabricación;Doctorado;38;8;20;4;0;0;0;0;;0;0.00;0.00;5.66;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Ingeniería de sistemas e informática;Doctorado;93;16;30;15;0;0;0;0;;0;0.00;0.00;4.38;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Ingeniería electrónica;Doctorado;33;2;10;6;0;0;0;0;;0;0.00;0.00;4.61;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Ingeniería mecánica;Doctorado;51;8;25;7;0;0;0;0;;0;0.00;0.00;5.12;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Ingeniería química y del medio ambiente;Doctorado;93;22;60;12;0;0;0;0;;0;0.00;0.00;4.49;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Mecánica de fluidos;Doctorado;17;5;3;2;0;0;0;0;;0;0.00;0.00;5.21;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Nuevos territorios en la arquitectura;Doctorado;34;4;10;4;0;0;0;0;;0;0.00;0.00;5.75;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Tecnologías de la información y comunicaciones en redes moviles;Doctorado;15;2;10;;0;0;;0;;0;0.00;0.00;;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Información y Comunicación;Doctorado;37;7;6;10;0;0;0;0;;0;0.00;0.00;4.08;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Patrimonio, Sociedades y Espacios de Frontera;Doctorado;25;5;8;2;0;0;0;0;;0;0.00;0.00;3.68;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Logística y gestión de la cadena de suministro;Doctorado;2;0;8;2;0;0;0;0;;0;0.00;0.00;4.20;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Psicología;Doctorado;47;16;20;4;0;0;0;1;;0;0.00;0.00;4.34;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD Sistemas eficientes de producción y calidad agroalimentaria;Doctorado;;;4;;;;;;;;;;;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD en Relaciones Laborales y Recursos Humanos;Doctorado;3;3;10;;0;0;;0;;0;0.00;0.00;;;;;;;31/08/2025
2023;Escuela de Doctorado;3-PD en Salud Global: Determinantes e Interacción de la Salud Humana, Animal y Ambiental;Doctorado;3;3;4;;0;0;;0;;0;0.00;0.00;;;;;;;31/08/2025
2023;Escuela de Doctorado;3-Programa de Doctorado en Didáctica de las Ciencias Experimentales;Doctorado;3;3;6;;0;0;;0;;0;0.00;0.00;;;;;;;31/08/2025
